Test_No,5369_max,5369_min,5369_mean,5369_std,5365_max,5365_min,5365_mean,5365_std,5366_max,5366_min,5366_mean,5366_std,5376_max,5376_min,5376_mean,5376_std,5378_max,5378_min,5378_mean,5378_std,10102_max,10102_min,10102_mean,10102_std,12493_max,12493_min,12493_mean,12493_std
150717-1,0,0,0,0,142.8277893,0,3.650767914,19.63882424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-1,0,0,0,0,0,0,0,0,90,0,3.709128167,12.2697967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-1,1066.308228,908.8760986,992.4747162,65.66513539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.718234897,0.001915141,0.873859671,0.465702929
150717-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-2,0,0,0,0,0,0,0,0,20.11312485,0,3.470124284,5.77599434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-2,1404.591187,1167.75708,1279.52793,94.97033632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150717-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150721-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99513644,0.931693435,0.968488872,0.026626921,0,0,0,0
150721-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.45075226,4.016212463,12.52611678,15.48834325
150721-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150721-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150721-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150721-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150721-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150722-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986493587,0.938268423,0.964464834,0.013862297,0,0,0,0
150722-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67807674,2.219949245,7.286146419,2.364530338
150722-2,0,0,0,0,1.072807312,0,0.134100914,0.379294663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150722-2,0,0,0,0,0,0,0,0,14.43057251,0,1.803821564,5.101977839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150722-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150722-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150722-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150728-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150728-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12875938,0.904179275,4.834266472,2.577239042
150728-2,0,0,0,0,50.89719009,0,4.645656761,9.404205614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150728-2,0,0,0,0,0,0,0,0,74.55416107,0,6.074435179,14.21729015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150728-2,1712.662842,1280.76001,1480.434554,115.6179395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150728-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150728-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996694028,0.970419407,0.988252076,0.006053191,0,0,0,0
150729-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.53275585,0.468151122,4.989966308,2.663117149
150729-1,0,0,0,0,27.41277504,0,1.605152293,5.355222119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-1,0,0,0,0,0,0,0,0,83.71369934,0,15.68555899,27.50693053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-1,1621.123169,1040.116455,1384.563878,113.6941334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.70493889,0.103837453,4.288168202,4.415169029
150729-2,0,0,0,0,0.644361496,0,0.013709819,0.093989784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-2,0,0,0,0,0,0,0,0,19.35617828,0,1.665677375,4.452516617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-2,1450.313477,959.7498779,1280.733724,180.3176296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150729-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78618717,0.02180719,3.319326224,3.708022385
150730-1,0,0,0,0,12.33232594,0,0.246646519,1.744054259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-1,0,0,0,0,0,0,0,0,28.62322998,0,1.109079113,4.392172543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-1,1454.683105,1121.64856,1362.906331,128.9727807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-2,1624.852783,1035.97937,1406.963555,183.7323142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150730-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-1,1192.568359,1001.947998,1097.258179,134.7889501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.52477741,2.895485401,6.619734665,2.062409401
150731-2,0,0,0,0,20.08418846,0,3.347364744,8.199335605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-2,1688.479248,1088.522217,1285.302791,144.2745855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150731-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150801-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150801-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.09068012,3.525268316,6.562386264,1.620007223
150801-1,0,0,0,0,49.99772263,0,1.535958555,8.354465239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150801-1,0,0,0,0,0,0,0,0,24.89493179,0,0.868126763,4.198396433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150801-1,1636.191284,1160.420166,1322.23042,141.0697724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150801-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150801-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150803-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150803-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.18949699,0.565514863,6.007115133,3.611249336
150803-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150803-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150803-2,1347.792358,1347.792358,1347.792358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150803-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150803-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.13987541,0.487496048,7.714090893,3.363860372
150804-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990595758,0.915750504,0.976000541,0.016642475,0,0,0,0
150804-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.22424316,1.729146004,9.094683097,4.169492476
150804-2,0,0,0,0,128.7945862,0,11.12315573,23.02530036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-2,0,0,0,0,0,0,0,0,155.2985229,0,14.5273811,29.71571305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-2,1752.707886,1284.670776,1482.237499,102.6673524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150804-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999765873,0.965231299,0.98435269,0.007446042,0,0,0,0
150805-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.28894424,1.965022802,8.833019772,4.051490462
150805-1,0,0,0,0,45.98122025,0,4.428358452,9.462238222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-1,0,0,0,0,0,0,0,0,132.0028229,0,12.96274195,26.90973311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-1,1693.009644,1224.161621,1474.875175,97.37047478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973096073,0.944655776,0.962004731,0.013201828,0,0,0,0
150805-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58037949,3.852168322,12.03473298,4.675361217
150805-2,0,0,0,0,138.5992889,0,12.6002076,25.56718679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-2,0,0,0,0,0,0,0,0,149.094101,0,18.28154413,32.0974031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-2,1531.617554,1045.759277,1376.036332,127.7389254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150805-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971129298,0.955355585,0.964005291,0.005431427,0,0,0,0
150806-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66042709,3.204727888,10.78402581,4.175132252
150806-1,0,0,0,0,71.5268631,0,4.108756248,12.37842886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-1,0,0,0,0,0,0,0,0,94.20881653,0,12.56154459,22.61020488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-1,1789.329956,1226.511597,1524.457597,171.2235561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.753727913,0.901962459,3.646290936,2.032587684
150806-2,0,0,0,0,108.1321106,0,10.75097382,21.58088403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-2,0,0,0,0,0,0,0,0,155.8458862,0,14.07655109,32.87288646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-2,1885.658325,967.4401855,1347.61525,248.8456525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150806-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150807-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150807-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150807-1,0,0,0,0,106.9385529,0,5.505775388,18.35492941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150807-1,0,0,0,0,0,0,0,0,132.0609894,0,11.15066062,24.88627112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150807-1,1852.944946,870.7380981,1444.716522,249.6142215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150807-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150807-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150812-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150812-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150812-2,0,0,0,0,22.44491959,0,1.105433702,4.522344073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150812-2,0,0,0,0,0,0,0,0,12.53455162,0,1.248297821,2.90543773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150812-2,948.0922241,723.5028687,835.7909927,72.38320699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150812-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150812-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150813-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150813-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150813-1,0,0,0,0,2.301558495,0,0.104616295,0.49069392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150813-1,0,0,0,0,0,0,0,0,6.798540115,0,0.309024551,1.449453623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150813-1,867.925354,722.8730469,814.8599548,66.36970378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150813-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150813-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150814-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967671752,0.938088953,0.950925589,0.008256039,0,0,0,0
150814-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.41698456,4.095574379,14.64041138,9.142847673
150814-2,0,0,0,0,80.4149704,0,7.456021899,17.10572291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150814-2,0,0,0,0,0,0,0,0,136.0270691,0,13.28892772,26.29568667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150814-2,1442.56311,993.9974976,1200.50897,135.8717254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150814-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150814-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150815-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954319477,0.92535764,0.940601908,0.007913522,0,0,0,0
150815-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.52884865,3.102069855,10.54462935,3.620646917
150815-1,0,0,0,0,83.31729126,0,2.765906735,10.49533835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150815-1,0,0,0,0,0,0,0,0,176.4115601,0,7.032316753,25.25564593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150815-1,1430.307373,956.699646,1161.544278,158.6324063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150815-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150815-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150819-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150819-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.71716309,0.012562719,11.91254339,16.2533332
150819-2,0,0,0,0,25.54114914,0,1.258461425,5.2395418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150819-2,0,0,0,0,0,0,0,0,28.64613342,0,0.876689972,4.469347319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150819-2,1219.109253,992.0480957,1139.128149,86.74695247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150819-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150819-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978242218,0.938267469,0.967072404,0.008248705,0,0,0,0
150820-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.41306114,0.078314908,5.41122469,3.663199743
150820-1,0,0,0,0,23.65559006,0,0.374074519,2.555690553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-1,0,0,0,0,0,0,0,0,16.49861526,0,0.75555258,2.883325035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-1,1654.152222,1005.527588,1296.744493,247.8548616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.733328342,6.371897697,6.510690093,0.155917322
150820-2,0,0,0,0,20.67367935,0,1.088088387,4.74286732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-2,1202.825439,952.2910156,1041.395732,87.90151027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150820-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150821-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150821-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.71762466,2.031350374,10.51822193,6.999240461
150821-1,0,0,0,0,11.53640652,0,0.340977388,1.978206064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150821-1,0,0,0,0,0,0,0,0,43.4531517,0,1.731286778,7.831082038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150821-1,1315.608643,889.4038696,1102.291412,116.4168335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150821-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150821-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150822-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150822-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150822-1,0,0,0,0,32.58971024,0,1.98288801,6.774054042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150822-1,0,0,0,0,0,0,0,0,69.02294922,0,4.044054385,14.3601604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150822-1,1155.424683,678.1951904,925.5493885,160.3332039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150822-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150822-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150825-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
